die,icepak_avg_c,icepak_max_c,threedice_avg_c,diff_c,diff_pct
base_die,114.72897918982228,122.21791992187502,114.745,0.0160208101777215,0.013964048395492673
dram_die_1,114.51516921938104,122.54619750976565,114.51400000000001,-0.0011692193810262097,0.0010210170311902452
dram_die_2,114.28251912872432,122.50393066406252,114.281,-0.0015191287243112583,0.001329274797136873
dram_die_3,114.0279199165798,122.33730468750002,114.02600000000001,-0.0019199165797942896,0.00168372498700218
dram_die_4,113.75171126134151,122.07476196289065,113.75,-0.0017112613415122269,0.0015043829429349416
dram_die_5,113.45348963231586,121.71663818359377,113.452,-0.0014896323158666291,0.0013129894203292318
dram_die_6,113.13440951668193,121.26372680664065,113.132,-0.0024095166819222413,0.002129782346693516
dram_die_7,112.7932702129906,120.64312133789065,112.791,-0.002270212990609366,0.0020127202503504517
top_die,112.73627819250352,120.36470947265627,112.74900000000002,0.012721807496504312,0.011284572899223364
